Date,Open_USD,High_USD,Low_USD,Close_USD,Volume
2011-10-19,1653.57,1659.3,1637.76,1641.05,8528700
2011-10-20,1618.04,1643.2,1601.93,1619.58,17367500
2011-10-21,1642.25,1647.4,1626.1,1637.42,13334500
2011-10-24,1648.06,1657.8,1644.67,1652.88,10199800
2011-10-25,1655.32,1707.68,1645.0,1699.98,22130800
2011-10-26,1714.77,1725.24,1708.5,1718.57,17116300
2011-10-27,1721.12,1748.85,1711.46,1741.25,15876900
2011-10-28,1742.17,1752.0,1733.0,1741.97,9362900
2011-10-31,1723.06,1741.9,1714.32,1718.74,8437200
2011-11-01,1684.44,1720.1,1680.13,1718.84,15335400
2011-11-02,1730.28,1742.09,1717.04,1735.11,14530500
2011-11-03,1756.68,1766.0,1726.6,1762.32,17610400
2011-11-04,1755.4,1761.2,1746.47,1753.55,11060400
2011-11-07,1774.8,1797.0,1755.3,1796.67,20131900
2011-11-08,1790.71,1802.11,1775.82,1782.29,16054200
2011-11-09,1789.54,1794.98,1762.12,1766.84,12313900
2011-11-10,1770.74,1772.38,1733.77,1757.49,11848700
2011-11-11,1767.49,1789.1,1767.18,1786.59,8727100
2011-11-14,1784.19,1785.42,1772.38,1778.65,5886400
2011-11-15,1780.39,1785.12,1761.3,1780.49,9167900
2011-11-16,1763.06,1777.5,1752.17,1761.82,15093300
2011-11-17,1746.72,1755.3,1709.22,1716.52,28468900
2011-11-18,1717.97,1736.0,1711.5,1721.98,14172900
2011-11-21,1711.83,1712.86,1665.18,1679.87,22030700
2011-11-22,1692.95,1705.07,1675.4,1698.8,12094400
2011-11-23,1690.93,1700.0,1676.24,1693.81,11483300
2011-11-25,1678.63,1697.85,1675.3,1679.35,6098000
2011-11-28,1715.54,1717.7,1705.78,1712.46,12004000
2011-11-29,1709.88,1719.44,1704.0,1714.82,9198900
2011-11-30,1744.12,1750.29,1699.9,1748.54,11821600
2011-12-01,1745.26,1753.3,1732.32,1743.0,11610300
2011-12-02,1753.91,1762.9,1740.65,1745.38,8433200
2011-12-05,1738.14,1752.6,1717.57,1720.25,10246700
2011-12-06,1709.97,1733.2,1701.95,1729.19,10381900
2011-12-07,1735.54,1743.05,1720.0,1741.82,10361300
2011-12-08,1716.79,1752.3,1704.14,1706.71,11734500
2011-12-09,1711.29,1720.7,1705.7,1710.98,8354000
2011-12-12,1669.21,1708.2,1656.77,1665.51,15339400
2011-12-13,1665.17,1678.85,1622.99,1630.09,25040400
2011-12-14,1613.8,1639.5,1565.01,1573.65,42334400
2011-12-15,1593.31,1595.47,1562.11,1568.5,21521900
2011-12-16,1588.91,1599.83,1584.69,1598.39,18124300
2011-12-19,1601.08,1604.99,1589.54,1594.8,12547200
2011-12-20,1615.21,1621.5,1596.4,1616.86,9136300
2011-12-21,1616.26,1635.0,1607.51,1618.11,11996100
2011-12-22,1609.86,1614.49,1599.35,1606.66,9888400
2011-12-23,1609.79,1612.8,1604.34,1609.38,3565100
2011-12-27,1596.8,1601.64,1591.24,1595.05,4918600
2011-12-28,1586.64,1588.8,1551.73,1555.54,16436100
2011-12-29,1535.38,1559.3,1525.0,1548.25,19812200
2011-12-30,1566.58,1583.15,1547.9,1565.03,10852700
2012-01-03,1593.38,1609.24,1566.0,1605.33,13385800
2012-01-04,1600.26,1620.34,1594.5,1613.44,11549700
2012-01-05,1599.64,1627.02,1597.8,1624.45,11621600
2012-01-06,1632.7,1633.11,1609.95,1618.39,9790500
2012-01-09,1619.95,1622.32,1607.5,1611.1,8771900
2012-01-10,1636.34,1641.48,1619.9,1632.94,8371400
2012-01-11,1640.0,1647.31,1633.8,1643.4,7968500
2012-01-12,1657.31,1663.49,1645.07,1650.73,8602500
2012-01-13,1639.7,1643.4,1626.22,1639.08,8910300
2012-01-17,1659.18,1664.12,1642.1,1652.29,8313300
2012-01-18,1646.42,1663.92,1643.75,1663.51,9341200
2012-01-19,1656.47,1664.4,1649.99,1659.15,8114200
2012-01-20,1651.69,1668.06,1646.55,1667.85,11616700
2012-01-23,1670.46,1682.3,1669.9,1679.11,8832100
2012-01-24,1665.06,1670.82,1662.18,1667.12,7502100
2012-01-25,1657.02,1713.39,1648.99,1712.06,28957700
2012-01-26,1729.09,1731.76,1718.8,1721.06,19143800
2012-01-27,1721.55,1737.58,1721.24,1737.28,13030100
2012-01-30,1728.92,1739.9,1715.7,1727.27,8438000
2012-01-31,1744.75,1747.7,1723.68,1740.02,11192500
2012-02-01,1744.68,1751.1,1734.0,1742.73,7734200
2012-02-02,1746.7,1761.1,1742.9,1757.9,11509600
2012-02-03,1746.3,1761.3,1721.94,1723.28,23355300
2012-02-06,1716.56,1738.3,1712.96,1718.82,8807400
2012-02-07,1720.77,1748.63,1713.2,1744.62,11614300
2012-02-08,1740.08,1751.5,1721.98,1732.26,10655500
2012-02-09,1748.12,1751.82,1724.06,1727.66,16085200
2012-02-10,1711.72,1734.4,1706.4,1718.4,10326800
2012-02-13,1720.59,1733.0,1714.53,1722.44,7088900
2012-02-14,1723.69,1726.57,1711.04,1718.24,7862500
2012-02-15,1733.82,1737.0,1719.01,1728.47,11638500
2012-02-16,1710.13,1728.74,1707.0,1727.3,10734000
2012-02-17,1730.51,1735.1,1715.91,1720.85,7286900
2012-02-21,1744.46,1760.0,1733.6,1758.55,13611200
2012-02-22,1751.96,1781.9,1749.8,1778.08,16676500
2012-02-23,1775.71,1786.82,1771.49,1779.1,11654200
2012-02-24,1775.33,1780.7,1768.85,1771.21,9293700
2012-02-27,1770.62,1778.64,1764.86,1766.1,7340900
2012-02-28,1778.18,1790.12,1767.9,1784.87,12413000
2012-02-29,1782.33,1790.4,1669.0,1690.74,44149000
2012-03-01,1709.71,1726.38,1698.6,1714.96,19200700
2012-03-02,1711.12,1723.0,1704.94,1712.25,9298100
2012-03-05,1706.47,1709.5,1693.91,1705.23,12071400
2012-03-06,1669.14,1708.7,1665.33,1674.8,15533200
2012-03-07,1675.5,1688.47,1672.93,1684.46,9553300
2012-03-08,1696.21,1704.55,1686.4,1701.77,8858200
2012-03-09,1684.68,1714.85,1680.67,1712.89,13698200
2012-03-12,1702.33,1708.1,1692.75,1699.65,6523800
2012-03-13,1688.75,1703.89,1662.89,1671.85,20047000
2012-03-14,1644.3,1681.0,1635.96,1643.89,28822100
2012-03-15,1645.52,1668.7,1640.0,1659.42,12689300
2012-03-16,1649.08,1664.12,1641.3,1661.65,12549200
2012-03-19,1656.74,1671.68,1652.1,1664.36,9920800
2012-03-20,1649.93,1658.99,1642.0,1649.21,11643700
2012-03-21,1654.4,1663.16,1646.1,1650.08,6672700
2012-03-22,1629.53,1649.4,1628.81,1643.64,11107700
2012-03-23,1656.82,1667.11,1646.3,1663.51,10689000
2012-03-26,1680.08,1694.19,1657.8,1692.75,13226700
2012-03-27,1694.18,1697.99,1679.86,1681.0,10908700
2012-03-28,1675.52,1678.3,1654.41,1663.17,11008200
2012-03-29,1659.23,1664.5,1644.3,1660.67,11026900
2012-03-30,1664.78,1671.58,1659.0,1669.41,7534000
2012-04-02,1667.71,1684.19,1662.0,1677.81,7541700
2012-04-03,1681.72,1681.72,1638.7,1647.31,16822300
2012-04-04,1624.86,1647.0,1612.3,1619.81,15975600
2012-04-05,1626.45,1634.8,1620.4,1630.99,8967700
2012-04-09,1645.51,1648.5,1636.5,1641.9,8245800
2012-04-10,1644.74,1664.52,1632.48,1659.57,14288500
2012-04-11,1660.6,1664.1,1654.7,1659.26,10005400
2012-04-12,1655.41,1680.74,1650.0,1675.59,9229900
2012-04-13,1672.93,1674.8,1649.45,1656.46,10041000
2012-04-16,1652.97,1659.86,1641.2,1652.45,6670500
2012-04-17,1653.37,1657.69,1634.93,1650.38,7587100
2012-04-18,1642.63,1653.3,1638.1,1640.77,7463000
2012-04-19,1647.9,1654.49,1632.0,1642.03,9914400
2012-04-20,1640.27,1647.07,1639.76,1643.26,9148800
2012-04-23,1629.33,1642.4,1625.1,1638.29,8876800
2012-04-24,1644.17,1649.83,1634.4,1640.77,5200600
2012-04-25,1641.81,1646.75,1624.1,1643.25,15093700
2012-04-26,1651.97,1661.44,1648.26,1657.84,10918700
2012-04-27,1665.62,1667.57,1654.0,1661.5,8906600
2012-04-30,1652.4,1666.71,1650.55,1666.71,8007300
2012-05-01,1668.79,1670.5,1656.44,1660.87,7414800
2012-05-02,1654.96,1659.2,1644.87,1653.42,5632300
2012-05-03,1638.59,1652.2,1630.46,1636.64,13172000
2012-05-04,1635.21,1647.15,1629.4,1641.9,11389600
2012-05-07,1640.3,1640.61,1631.45,1637.93,4927800
2012-05-08,1612.66,1636.7,1595.25,1606.37,17852300
2012-05-09,1586.79,1595.85,1581.64,1590.6,13864000
2012-05-10,1597.88,1602.1,1592.52,1593.86,7460100
2012-05-11,1580.46,1591.07,1578.4,1581.7,8285600
2012-05-14,1561.32,1565.96,1555.35,1558.75,13388200
2012-05-15,1557.56,1560.45,1541.8,1542.93,13354500
2012-05-16,1539.33,1551.89,1528.5,1539.12,16750700
2012-05-17,1553.5,1579.97,1546.9,1573.79,18080700
2012-05-18,1590.96,1597.86,1568.2,1591.89,12994200
2012-05-21,1587.15,1595.8,1584.58,1592.71,7542400
2012-05-22,1582.16,1590.71,1561.15,1566.61,11302700
2012-05-23,1560.64,1564.14,1533.24,1561.87,18854500
2012-05-24,1572.88,1574.94,1551.36,1559.49,9697100
2012-05-25,1564.21,1574.09,1557.3,1572.34,6212900
2012-05-29,1580.36,1582.5,1547.2,1555.13,11243100
2012-05-30,1541.91,1569.09,1529.45,1564.25,16764800
2012-05-31,1565.6,1572.6,1551.08,1561.38,10114300
2012-06-01,1600.4,1630.26,1545.5,1621.92,27399400
2012-06-04,1619.18,1627.9,1607.85,1619.8,11462100
2012-06-05,1615.8,1622.7,1610.65,1618.06,8095300
2012-06-06,1636.63,1639.72,1612.83,1619.22,15771600
2012-06-07,1625.42,1627.2,1577.73,1591.23,18921600
2012-06-08,1575.81,1594.45,1566.5,1593.42,11074800
2012-06-11,1594.2,1608.0,1581.02,1599.66,9166600
2012-06-12,1601.19,1617.15,1588.5,1611.18,13241100
2012-06-13,1623.01,1623.42,1608.2,1617.96,10109800
2012-06-14,1623.09,1626.4,1608.68,1624.23,11502400
2012-06-15,1624.4,1631.71,1621.0,1625.32,13099300
2012-06-18,1621.29,1629.01,1611.82,1626.13,6733000
2012-06-19,1626.98,1630.7,1616.38,1618.33,6945900
2012-06-20,1606.81,1620.93,1588.89,1606.51,16970200
2012-06-21,1583.28,1603.3,1563.4,1565.67,14447500
2012-06-22,1565.65,1572.45,1557.1,1571.83,6755200
2012-06-25,1571.36,1587.63,1567.96,1583.51,6183600
2012-06-26,1576.07,1583.5,1566.8,1571.85,6123400
2012-06-27,1578.46,1580.0,1563.0,1573.62,4840700
2012-06-28,1563.94,1573.7,1545.92,1555.19,8755600
2012-06-29,1597.35,1605.79,1561.9,1597.97,10378200
2012-07-02,1592.61,1601.67,1589.22,1596.94,3654200
2012-07-03,1616.43,1624.16,1603.8,1621.48,5037700
2012-07-05,1600.52,1619.2,1590.32,1602.99,5359900
2012-07-06,1587.91,1593.8,1574.74,1582.56,7045700
2012-07-09,1581.67,1591.66,1579.82,1586.1,4468500
2012-07-10,1597.87,1599.8,1563.36,1567.17,9747900
2012-07-11,1571.81,1580.77,1566.04,1576.04,6838500
2012-07-12,1558.03,1576.68,1553.81,1571.73,11394800
2012-07-13,1580.69,1596.04,1567.8,1587.8,5080300
2012-07-16,1590.94,1594.23,1585.8,1588.67,5710900
2012-07-17,1587.16,1596.0,1571.08,1581.59,13021800
2012-07-18,1573.26,1583.7,1569.9,1577.17,6807600
2012-07-19,1583.75,1589.83,1575.51,1580.14,6070000
2012-07-20,1576.07,1586.68,1573.8,1583.28,8583800
2012-07-23,1571.37,1579.92,1569.21,1576.83,5256700
2012-07-24,1583.0,1584.75,1568.26,1581.86,6538900
2012-07-25,1600.63,1610.52,1583.3,1604.13,9355900
2012-07-26,1614.76,1620.53,1608.06,1615.48,7343500
2012-07-27,1624.5,1627.8,1613.4,1623.47,9772600
2012-07-30,1616.16,1625.8,1595.24,1622.24,7212100
2012-07-31,1623.97,1627.5,1610.0,1612.54,10919700
2012-08-01,1599.12,1617.2,1591.18,1598.7,12714500
2012-08-02,1593.48,1615.0,1582.66,1588.02,11538800
2012-08-03,1593.55,1606.32,1585.1,1602.82,10670700
2012-08-06,1606.94,1615.29,1603.2,1610.86,4610800
2012-08-07,1611.45,1615.7,1607.74,1610.53,5923300
2012-08-08,1612.66,1616.47,1603.0,1612.56,3620500
2012-08-09,1611.21,1617.81,1610.1,1617.7,3177800
2012-08-10,1617.01,1626.49,1605.0,1619.9,4608000
2012-08-13,1618.48,1623.7,1606.63,1607.56,4573300
2012-08-14,1598.04,1615.6,1591.2,1598.76,5075200
2012-08-15,1600.76,1605.91,1592.0,1603.95,4993900
2012-08-16,1606.16,1618.94,1600.2,1613.47,8838300
2012-08-17,1618.86,1618.96,1610.2,1615.36,7812100
2012-08-20,1613.24,1622.31,1611.6,1620.86,7846200
2012-08-21,1636.55,1640.57,1620.0,1636.76,11833100
2012-08-22,1639.95,1654.79,1632.95,1653.86,13605900
2012-08-23,1663.13,1673.85,1658.0,1668.08,17237600
2012-08-24,1667.78,1672.73,1662.2,1668.81,8497200
2012-08-27,1667.0,1674.9,1662.57,1662.78,5380200
2012-08-28,1665.32,1671.09,1659.2,1665.42,5074200
2012-08-29,1665.41,1667.3,1650.78,1655.0,9287700
2012-08-30,1661.9,1662.42,1649.02,1654.28,5813700
2012-08-31,1660.45,1692.19,1644.17,1692.19,18024200
2012-09-04,1690.98,1698.0,1686.35,1694.8,12034800
2012-09-05,1691.22,1694.0,1688.03,1693.18,8401900
2012-09-06,1701.92,1712.4,1696.4,1699.13,12961100
2012-09-07,1728.89,1741.56,1696.7,1735.79,19138600
2012-09-10,1729.97,1733.5,1723.68,1724.3,7760600
2012-09-11,1733.99,1737.19,1729.56,1730.69,7522900
2012-09-12,1740.47,1742.3,1724.08,1730.98,9945400
2012-09-13,1730.41,1772.05,1714.23,1765.87,28336900
2012-09-14,1771.86,1775.37,1765.88,1770.93,16847500
2012-09-17,1770.92,1774.8,1753.29,1756.79,11281600
2012-09-18,1760.9,1772.65,1759.45,1770.28,12486600
2012-09-19,1771.93,1778.5,1764.81,1770.48,9125800
2012-09-20,1763.18,1771.3,1754.93,1767.71,8703000
2012-09-21,1782.91,1785.49,1768.58,1772.91,13361300
2012-09-24,1759.23,1767.06,1758.61,1763.56,9177900
2012-09-25,1770.94,1774.55,1757.95,1760.73,10365300
2012-09-26,1747.22,1764.2,1735.67,1750.83,12064800
2012-09-27,1763.36,1780.2,1750.7,1776.97,10539500
2012-09-28,1773.66,1782.2,1766.55,1772.22,9681200
2012-10-01,1782.04,1791.0,1763.3,1776.47,10676400
2012-10-02,1778.32,1780.69,1769.24,1774.5,7053900
2012-10-03,1778.63,1779.9,1771.9,1777.6,5647600
2012-10-04,1786.58,1795.55,1783.5,1790.81,10376800
2012-10-05,1783.11,1792.2,1774.24,1780.54,8871000
2012-10-08,1771.55,1778.0,1766.8,1774.65,3749300
2012-10-09,1772.36,1776.7,1758.95,1763.39,7750700
2012-10-10,1758.81,1767.06,1756.34,1761.9,7361300
2012-10-11,1766.58,1773.28,1761.6,1766.79,5714900
2012-10-12,1765.26,1769.5,1751.44,1754.02,8266000
2012-10-15,1743.51,1750.0,1728.24,1736.7,10704900
2012-10-16,1742.1,1748.08,1736.6,1747.77,6204000
2012-10-17,1745.85,1753.49,1742.86,1749.26,5203400
2012-10-18,1741.64,1749.1,1739.47,1741.53,6607100
2012-10-19,1737.73,1741.1,1715.14,1722.77,13860400
2012-10-22,1723.67,1729.35,1715.0,1728.83,6366200
2012-10-23,1713.0,1726.6,1703.51,1706.71,11892500
2012-10-24,1710.37,1710.88,1698.19,1700.88,10794600
2012-10-25,1715.54,1718.02,1710.18,1712.76,7013800
2012-10-26,1714.98,1718.8,1706.1,1711.88,6441300
2012-10-31,1717.0,1725.36,1714.4,1720.72,4681500
2012-11-01,1722.81,1725.1,1712.7,1713.01,6018000
2012-11-02,1696.27,1711.3,1674.1,1677.19,14763100
2012-11-05,1682.54,1685.63,1674.3,1683.67,6156200
2012-11-06,1690.58,1720.08,1687.49,1715.24,16051800
2012-11-07,1720.98,1726.5,1702.11,1717.06,13195200
2012-11-08,1713.13,1733.96,1712.93,1732.21,8829000
2012-11-09,1734.48,1737.89,1727.6,1730.46,7361000
2012-11-12,1733.46,1735.31,1724.28,1726.75,5647600
2012-11-13,1718.69,1731.89,1718.38,1723.22,6463300
2012-11-14,1727.01,1732.99,1720.0,1723.71,8510500
2012-11-15,1722.35,1724.9,1703.58,1712.97,10023200
2012-11-16,1709.5,1715.9,1706.72,1710.94,6944000
2012-11-19,1730.21,1734.43,1721.8,1731.44,6764500
2012-11-20,1730.16,1732.94,1720.77,1726.44,5496100
2012-11-21,1724.4,1730.9,1722.13,1728.22,3810700
2012-11-23,1732.53,1753.57,1730.78,1749.45,6110100
2012-11-26,1748.96,1750.71,1745.76,1747.62,5377700
2012-11-27,1744.64,1747.32,1739.28,1740.2,7314400
2012-11-28,1706.2,1739.8,1705.68,1717.75,12880100
2012-11-29,1723.94,1729.0,1717.7,1724.36,7446800
2012-11-30,1721.91,1731.2,1707.37,1712.73,8412300
2012-12-03,1713.46,1721.9,1712.74,1713.67,6363400
2012-12-04,1692.19,1716.8,1690.23,1695.9,10208900
2012-12-05,1693.81,1706.0,1683.29,1692.78,10646800
2012-12-06,1688.88,1702.1,1686.4,1696.92,7301600
2012-12-07,1700.79,1704.5,1684.0,1703.68,7289500
2012-12-10,1713.58,1717.0,1704.2,1710.38,4646600
2012-12-11,1706.77,1714.1,1703.36,1708.83,4724000
2012-12-12,1714.75,1722.39,1706.08,1710.31,14164700
2012-12-13,1690.82,1707.2,1689.9,1695.98,9332800
2012-12-14,1693.98,1699.2,1692.43,1693.57,5351700
2012-12-17,1694.01,1698.75,1689.5,1696.9,8173300
2012-12-18,1695.94,1702.8,1660.34,1672.51,23995000
2012-12-19,1664.57,1676.0,1662.5,1668.49,12991600
2012-12-20,1649.75,1671.0,1634.48,1648.3,25148400
2012-12-21,1649.64,1659.35,1635.8,1654.91,13445400
2012-12-24,1660.67,1663.8,1654.9,1657.99,3699400
2012-12-26,1665.57,1666.91,1654.5,1659.58,4961800
2012-12-27,1653.9,1665.04,1652.04,1663.5,8937700
2012-12-28,1661.02,1664.0,1652.86,1656.89,6852900
2012-12-31,1660.72,1679.81,1655.4,1672.28,11786200
2013-01-02,1687.5,1694.21,1670.0,1684.2,10431800
2013-01-03,1677.37,1686.8,1660.33,1664.15,16117500
2013-01-04,1646.69,1658.3,1625.7,1656.19,19179800
2013-01-07,1645.09,1659.9,1642.92,1645.81,9361800
2013-01-08,1656.57,1662.04,1647.7,1657.6,7694800
2013-01-09,1659.69,1662.1,1650.7,1656.8,8334200
2013-01-10,1668.51,1678.32,1668.51,1672.33,11432600
2013-01-11,1671.09,1673.1,1653.03,1662.83,13675600
2013-01-14,1671.3,1673.8,1663.56,1667.79,7289000
2013-01-15,1681.08,1684.9,1671.6,1678.6,10077800
2013-01-16,1677.13,1683.43,1674.34,1679.5,9214700
2013-01-17,1672.4,1697.81,1671.0,1686.96,14911400
2013-01-18,1693.32,1693.53,1683.72,1684.44,10038100
2013-01-22,1688.5,1696.15,1687.37,1690.47,8587900
2013-01-23,1693.13,1693.7,1683.63,1685.8,6697000
2013-01-24,1673.15,1681.7,1664.89,1667.37,13188300
2013-01-25,1658.47,1663.43,1655.89,1659.4,9037400
2013-01-28,1654.92,1659.98,1651.6,1655.44,8491600
2013-01-29,1662.87,1665.97,1659.57,1662.67,7364900
2013-01-30,1680.26,1683.98,1661.8,1675.2,12010000
2013-01-31,1669.21,1680.0,1657.33,1664.87,9334000
2013-02-01,1680.17,1681.3,1659.9,1667.67,12904300
2013-02-04,1665.17,1677.87,1661.6,1673.54,7354900
2013-02-05,1681.44,1683.4,1666.5,1673.27,8979400
2013-02-06,1674.94,1680.1,1668.0,1677.63,6138700
2013-02-07,1665.72,1683.49,1663.1,1671.92,12827200
2013-02-08,1667.93,1673.71,1664.8,1669.06,6085900
2013-02-11,1650.59,1668.0,1643.7,1649.77,12083500
2013-02-12,1646.17,1653.4,1641.31,1651.75,7632300
2013-02-13,1648.75,1652.3,1640.18,1643.07,8961300
2013-02-14,1645.65,1649.16,1632.53,1635.73,12410200
2013-02-15,1615.51,1633.9,1596.3,1608.69,23374100
2013-02-19,1609.37,1617.0,1599.7,1604.52,11803900
2013-02-20,1590.24,1606.9,1558.62,1564.82,30924000
2013-02-21,1570.57,1585.14,1555.2,1576.98,17964800
2013-02-22,1573.1,1585.4,1569.69,1580.43,10093200
2013-02-25,1585.72,1596.46,1577.7,1594.19,9488200
2013-02-26,1594.87,1619.77,1583.82,1613.78,18182300
2013-02-27,1605.87,1612.8,1591.61,1596.67,9596100
2013-02-28,1591.49,1601.6,1573.93,1580.23,14864400
2013-03-01,1581.71,1586.36,1566.0,1574.28,11178800
2013-03-04,1574.25,1580.8,1568.26,1572.7,6643800
2013-03-05,1580.92,1585.5,1570.7,1573.48,10804200
2013-03-06,1570.98,1583.47,1565.61,1581.92,10856000
2013-03-07,1579.66,1583.5,1573.26,1576.25,6586700
2013-03-08,1565.01,1582.35,1561.8,1576.36,11859500
2013-03-11,1577.51,1579.99,1575.76,1579.27,4810700
2013-03-12,1590.48,1596.88,1579.8,1591.72,7265700
2013-03-13,1592.55,1596.06,1583.88,1586.36,7436400
2013-03-14,1579.71,1591.58,1575.7,1586.52,11410400
2013-03-15,1591.27,1597.46,1589.72,1590.03,5701300
2013-03-18,1607.51,1609.89,1600.29,1604.21,9302400
2013-03-19,1602.47,1614.03,1601.23,1611.35,11023400
2013-03-20,1605.66,1608.75,1598.95,1604.0,8221500
2013-03-21,1612.25,1614.93,1609.25,1613.07,4992000
2013-03-22,1604.84,1611.0,1604.1,1605.87,4746300
2013-03-25,1597.33,1607.8,1593.72,1602.8,6819100
2013-03-26,1594.88,1599.42,1592.91,1597.46,7388700
2013-03-27,1597.09,1608.1,1590.3,1604.22,6717000
2013-03-28,1595.27,1606.6,1592.38,1594.75,6851200
2013-04-01,1596.11,1600.5,1593.32,1597.14,4288100
2013-04-02,1580.85,1602.6,1572.28,1574.04,9398300
2013-04-03,1569.68,1576.4,1548.0,1556.36,15740800
2013-04-04,1544.72,1557.3,1539.1,1551.33,12429000
2013-04-05,1564.06,1580.6,1550.1,1577.17,14491800
2013-04-08,1573.12,1577.8,1564.96,1570.74,6246000
2013-04-09,1572.76,1589.3,1570.0,1583.29,7042200
2013-04-10,1576.36,1586.0,1554.78,1556.54,18507400
2013-04-11,1556.83,1566.7,1554.8,1559.83,8063200
2013-04-12,1535.66,1560.8,1480.2,1487.1,55601800
2013-04-15,1405.22,1487.4,1338.0,1356.76,93804200
2013-04-16,1394.43,1401.0,1323.0,1372.72,45650800
2013-04-17,1383.5,1395.28,1368.09,1373.78,25444100
2013-04-18,1387.13,1399.43,1347.5,1388.99,20040500
2013-04-19,1406.5,1420.3,1392.02,1401.02,15659300
2013-04-22,1428.64,1434.9,1406.8,1426.06,16568500
2013-04-23,1418.91,1429.5,1404.75,1415.4,14644900
2013-04-24,1427.74,1432.49,1420.4,1430.63,10369300
2013-04-25,1447.41,1468.91,1433.0,1464.26,18886900
2013-04-26,1471.01,1482.7,1447.65,1456.65,19307800
2013-04-29,1469.11,1475.5,1462.3,1470.87,11004500
2013-04-30,1470.48,1476.6,1461.0,1475.65,11284400
2013-05-01,1452.74,1477.1,1439.41,1458.12,13931100
2013-05-02,1467.36,1472.21,1453.5,1466.53,11502200
2013-05-03,1464.14,1487.1,1461.04,1468.17,11667100
2013-05-06,1470.66,1477.2,1463.43,1468.8,7730300
2013-05-07,1450.44,1466.2,1440.01,1450.44,13627400
2013-05-08,1464.98,1475.62,1450.7,1472.0,11161100
2013-05-09,1460.76,1473.4,1452.29,1455.39,8263000
2013-05-10,1428.46,1459.3,1418.54,1442.72,14650600
2013-05-13,1431.03,1440.6,1427.8,1430.72,6714100
2013-05-14,1425.78,1444.4,1422.0,1424.33,9895700
2013-05-15,1412.05,1425.7,1387.65,1391.78,19062400
2013-05-16,1376.88,1395.1,1370.6,1386.29,12759200
2013-05-17,1377.24,1391.1,1355.0,1355.52,20346500
2013-05-20,1353.18,1399.08,1342.9,1397.01,21594000
2013-05-21,1366.62,1392.3,1358.5,1373.96,14542500
2013-05-22,1387.53,1414.31,1354.13,1364.37,25975200
2013-05-23,1390.88,1394.8,1376.5,1391.91,10267600
2013-05-24,1386.34,1390.47,1381.48,1382.72,5522600
2013-05-28,1381.75,1401.29,1372.66,1379.79,12466400
2013-05-29,1385.48,1393.95,1380.83,1393.13,8762200
2013-05-30,1411.76,1417.5,1388.3,1412.07,8611700
2013-05-31,1402.01,1421.1,1383.21,1383.52,9726600
2013-06-03,1392.5,1416.3,1388.3,1410.48,9173000
2013-06-04,1397.17,1413.7,1387.46,1397.38,5505200
2013-06-05,1400.0,1410.0,1395.24,1400.51,7444900
2013-06-06,1399.57,1422.7,1391.6,1411.35,9847700
2013-06-07,1386.6,1416.1,1376.98,1378.02,11054400
2013-06-10,1378.39,1388.52,1375.18,1385.0,6142800
2013-06-11,1368.25,1384.4,1366.0,1377.97,7199300
2013-06-12,1375.13,1394.58,1373.7,1388.58,6550600
2013-06-13,1379.1,1390.9,1373.4,1383.55,7161800
2013-06-14,1386.13,1392.34,1377.8,1390.58,4278700
2013-06-17,1385.15,1390.5,1380.0,1383.91,4072300
2013-06-18,1373.12,1383.5,1360.8,1367.01,7379300
2013-06-19,1372.6,1378.5,1348.1,1351.99,13017800
2013-06-20,1296.66,1348.1,1275.4,1279.88,28872100
2013-06-21,1295.58,1300.0,1268.9,1294.44,16600000
2013-06-24,1286.83,1297.3,1275.7,1282.89,12749300
2013-06-25,1279.83,1286.0,1271.86,1277.96,9369200
2013-06-26,1241.05,1273.9,1222.21,1224.49,24748800
2013-06-27,1233.3,1241.4,1197.57,1200.58,30001900
2013-06-28,1192.83,1235.38,1183.2,1233.1,32981900
2013-07-01,1241.5,1262.31,1234.2,1253.82,15945200
2013-07-02,1256.49,1266.3,1240.33,1243.13,10550300
2013-07-03,1249.87,1260.95,1240.3,1250.28,6750300
2013-07-05,1222.34,1254.1,1208.47,1222.44,11592500
2013-07-08,1232.76,1238.66,1215.4,1237.11,8652200
2013-07-09,1250.78,1257.72,1234.4,1248.5,8201400
2013-07-10,1253.92,1266.34,1244.6,1251.85,14697100
2013-07-11,1285.91,1286.95,1277.74,1285.71,11279400
2013-07-12,1278.35,1286.42,1276.28,1284.67,6583800
2013-07-15,1283.89,1292.4,1281.41,1284.92,4133200
2013-07-16,1290.9,1295.56,1279.4,1292.24,5577300
2013-07-17,1293.93,1300.76,1270.03,1276.13,10882400
2013-07-18,1284.48,1288.72,1275.2,1283.44,6150900
2013-07-19,1292.41,1297.9,1289.93,1294.69,5767800
2013-07-22,1320.96,1339.69,1317.0,1333.27,10851900
2013-07-23,1331.57,1346.47,1327.9,1342.02,8820100
2013-07-24,1336.52,1343.5,1312.72,1319.03,9979100
2013-07-25,1321.14,1336.8,1318.5,1331.17,4702400
2013-07-26,1325.21,1334.11,1311.46,1332.15,6148500
2013-07-29,1328.84,1332.26,1326.78,1329.05,3554100
2013-07-30,1323.66,1329.6,1316.11,1325.42,4487700
2013-07-31,1321.3,1338.4,1304.44,1323.37,16015300
2013-08-01,1321.38,1328.5,1305.77,1308.66,10564300
2013-08-02,1309.86,1317.0,1283.0,1305.94,6466300
2013-08-05,1307.64,1318.3,1295.55,1299.27,4003900
